epoch,mean_wasserstein,mean_loss_g,mean_gp
1,42.98705140978862,27.107439910563137,1.0796929643370021
2,27.04474089420758,6.534988111314865,0.6144871614819676
3,21.990373796683095,5.251602344788038,0.6782590240550537
4,22.771670347910668,7.966634331414332,0.8633795256326453
5,30.23238501243102,10.588683372506729,0.972837823481323
