epoch,mean_loss_d,mean_loss_g
1,0.24267424241854593,15.168733028265146
2,0.36144988491940194,9.292083104451498
3,0.39512233187754947,5.69505664629814
4,0.3023392802629715,5.090342278663929
5,0.36963351644002473,4.084721523981828
6,0.3490866134182001,4.688841238999978
7,0.32440088249934024,5.04531498444386
8,0.2794691900221201,4.57407358670846
9,0.35660376008122396,4.909560277675971
10,0.2989873402775862,4.764846673378577
